Healthy, Infected, Recovered, Immune
14193,6194,79613,0
14233,6201,79566,0
14270,6208,79522,0
14302,6207,79491,0
14316,6239,79445,0
14351,6224,79425,0
14374,6231,79395,0
14395,6256,79349,0
14418,6287,79295,0
14431,6308,79261,0
14460,6318,79222,0
14495,6330,79175,0
14564,6318,79118,0
14584,6349,79067,0
14598,6370,79032,0
14651,6378,78971,0
14694,6373,78933,0
14753,6382,78865,0
14754,6408,78838,0
14784,6427,78789,0
14812,6450,78738,0
14843,6474,78683,0
14884,6483,78633,0
14934,6494,78572,0
14960,6488,78552,0
15001,6495,78504,0
15052,6503,78445,0
15115,6520,78365,0
15171,6522,78307,0
15254,6514,78232,0
15312,6532,78156,0
15367,6570,78063,0
15416,6581,78003,0
15457,6609,77934,0
15500,6621,77879,0
15572,6640,77788,0
15608,6676,77716,0
15674,6687,77639,0
15765,6716,77519,0
15807,6742,77451,0
15862,6768,77370,0
15918,6774,77308,0
15973,6802,77225,0
16019,6836,77145,0
16046,6889,77065,0
16069,6942,76989,0
16127,6960,76913,0
16196,6976,76828,0
16243,7011,76746,0
16275,7060,76665,0
16338,7077,76585,0
16366,7122,76512,0
16411,7159,76430,0
16462,7179,76359,0
16521,7205,76274,0
16525,7251,76224,0
16604,7259,76137,0
16671,7283,76046,0
16709,7317,75974,0
16771,7361,75868,0
16841,7414,75745,0
16868,7463,75669,0
16917,7494,75589,0
16984,7531,75485,0
17075,7550,75375,0
17109,7593,75298,0
17197,7613,75190,0
17251,7653,75096,0
17316,7674,75010,0
17346,7729,74925,0
17405,7758,74837,0
17438,7823,74739,0
17484,7868,74648,0
17532,7921,74547,0
17559,7977,74464,0
17655,8005,74340,0
17723,8047,74230,0
17808,8089,74103,0
17865,8154,73981,0
17919,8191,73890,0
17971,8255,73774,0
18017,8298,73685,0
18074,8346,73580,0
18122,8388,73490,0
18164,8441,73395,0
18238,8492,73270,0
18296,8529,73175,0
18334,8577,73089,0
18379,8643,72978,0
18424,8687,72889,0
18488,8747,72765,0
18536,8829,72635,0
18600,8930,72470,0
18658,9050,72292,0
18729,9160,72111,0
18757,9269,71974,0
18785,9380,71835,0
18862,9463,71675,0
18890,9533,71577,0
18955,9603,71442,0
19047,9664,71289,0
19092,9746,71162,0
19143,9850,71007,0
19186,9903,70911,0
19232,9981,70787,0
19295,10049,70656,0
19341,10120,70539,0
19391,10223,70386,0
19437,10304,70259,0
19508,10360,70132,0
19551,10446,70003,0
19625,10511,69864,0
19683,10584,69733,0
19726,10652,69622,0
19795,10717,69488,0
19859,10775,69366,0
19884,10883,69233,0
19941,10947,69112,0
20008,11003,68989,0
20094,11079,68827,0
20124,11166,68710,0
20206,11208,68586,0
20228,11298,68474,0
20282,11368,68350,0
20389,11411,68200,0
20437,11502,68061,0
20503,11584,67913,0
20555,11669,67776,0
20588,11763,67649,0
20619,11839,67542,0
20653,11933,67414,0
20701,11992,67307,0
20743,12083,67174,0
20824,12167,67009,0
20930,12236,66834,0
20983,12334,66683,0
21023,12434,66543,0
21148,12515,66337,0
21204,12600,66196,0
21249,12713,66038,0
21325,12808,65867,0
21407,12886,65707,0
21418,12996,65586,0
21469,13076,65455,0
21525,13163,65312,0
21604,13260,65136,0
21633,13358,65009,0
21674,13466,64860,0
21754,13562,64684,0
21791,13678,64531,0
21819,13794,64387,0
21865,13898,64237,0
21915,14002,64083,0
21985,14089,63926,0
22036,14193,63771,0
22132,14307,63561,0
22207,14362,63431,0
22277,14465,63258,0
22339,14581,63080,0
22364,14681,62955,0
22417,14781,62802,0
22441,14890,62669,0
22500,15015,62485,0
22575,15095,62330,0
22652,15191,62157,0
22664,15303,62033,0
22717,15396,61887,0
22776,15465,61759,0
22797,15581,61622,0
22866,15688,61446,0
22924,15801,61275,0
22952,15897,61151,0
22989,15989,61022,0
23015,16107,60878,0
23079,16174,60747,0
23107,16258,60635,0
23153,16352,60495,0
23206,16450,60344,0
23258,16542,60200,0
23302,16655,60043,0
23366,16753,59881,0
23434,16819,59747,0
23455,16930,59615,0
23483,17000,59517,0
23525,17074,59401,0
23554,17160,59286,0
23552,17319,59129,0
23566,17465,58969,0
23594,17594,58812,0
23588,17709,58703,0
23629,17842,58529,0
23635,17938,58427,0
23655,18048,58297,0
23696,18106,58198,0
23739,18186,58075,0
23770,18256,57974,0
23792,18347,57861,0
23790,18487,57723,0
23821,18582,57597,0
23833,18699,57468,0
23883,18777,57340,0
23911,18866,57223,0
23952,18951,57097,0
23967,19038,56995,0
23964,19149,56887,0
24024,19253,56723,0
24038,19352,56610,0
24027,19455,56518,0
24054,19534,56412,0
24094,19648,56258,0
24106,19730,56164,0
24125,19835,56040,0
24129,19951,55920,0
24162,20024,55814,0
24127,20127,55746,0
24167,20202,55631,0
24195,20287,55518,0
24161,20394,55445,0
24158,20471,55371,0
24209,20501,55290,0
24214,20580,55206,0
24214,20669,55117,0
24174,20769,55057,0
24136,20845,55019,0
24144,20912,54944,0
24154,20977,54869,0
24113,21073,54814,0
24113,21137,54750,0
24133,21193,54674,0
24171,21243,54586,0
24174,21310,54516,0
24179,21365,54456,0
24170,21439,54391,0
24142,21528,54330,0
24107,21625,54268,0
24142,21690,54168,0
24142,21759,54099,0
24125,21813,54062,0
24100,21899,54001,0
24077,21960,53963,0
24074,22022,53904,0
24074,22060,53866,0
24102,22109,53789,0
24086,22182,53732,0
24066,22266,53668,0
24084,22295,53621,0
24070,22370,53560,0
24069,22465,53466,0
24049,22519,53432,0
24065,22536,53399,0
24065,22589,53346,0
24052,22636,53312,0
24038,22698,53264,0
24018,22750,53232,0
24004,22786,53210,0
24009,22830,53161,0
24001,22871,53128,0
23966,22935,53099,0
23940,23014,53046,0
23916,23078,53006,0
23878,23109,53013,0
23866,23171,52963,0
23802,23238,52960,0
23797,23235,52968,0
23799,23272,52929,0
23809,23272,52919,0
23797,23318,52885,0
23764,23349,52887,0
23780,23367,52853,0
23746,23404,52850,0
23755,23401,52844,0
23705,23445,52850,0
23627,23483,52890,0
23630,23506,52864,0
23589,23558,52853,0
23549,23605,52846,0
23517,23629,52854,0
24541,22493,52966,0
24454,22562,52984,0
24368,22634,52998,0
24306,22681,53013,0
24277,22714,53009,0
24212,22742,53046,0
24109,22819,53072,0
24024,22859,53117,0
23975,22910,53115,0
23908,22951,53141,0
23844,22981,53175,0
23846,22978,53176,0
23795,23003,53202,0
23792,22988,53220,0
23780,23026,53194,0
23747,23025,53228,0
23721,23025,53254,0
23686,23027,53287,0
23670,23037,53293,0
23645,23071,53284,0
23609,23051,53340,0
23574,23050,53376,0
23530,23032,53438,0
23474,23018,53508,0
23372,23026,53602,0
23310,23012,53678,0
23265,22996,53739,0
23204,23024,53772,0
23156,22999,53845,0
23116,22992,53892,0
23053,22993,53954,0
22993,22986,54021,0
22943,22987,54070,0
22895,23012,54093,0
22821,23032,54147,0
22741,23049,54210,0
22672,23055,54273,0
22620,23051,54329,0
22557,23090,54353,0
22494,23113,54393,0
22442,23060,54498,0
22408,23058,54534,0
22339,23055,54606,0
22299,23063,54638,0
22232,23050,54718,0
22183,23053,54764,0
22132,23029,54839,0
22076,23002,54922,0
22003,23004,54993,0
21941,23029,55030,0
21898,23005,55097,0
21864,22999,55137,0
21798,22961,55241,0
21735,22937,55328,0
21704,22905,55391,0
21659,22907,55434,0
21610,22860,55530,0
21569,22845,55586,0
21535,22783,55682,0
21503,22731,55766,0
21477,22686,55837,0
21411,22671,55918,0
21359,22630,56011,0
21334,22600,56066,0
21310,22538,56152,0
21269,22506,56225,0
21225,22500,56275,0
21215,22406,56379,0
21193,22380,56427,0
21109,22369,56522,0
21048,22326,56626,0
21009,22298,56693,0
20983,22222,56795,0
20950,22173,56877,0
20933,22129,56938,0
20904,22083,57013,0
20889,22037,57074,0
20887,21974,57139,0
20842,21929,57229,0
20781,21912,57307,0
20748,21877,57375,0
20706,21816,57478,0
20688,21751,57561,0
20657,21709,57634,0
20638,21656,57706,0
20603,21615,57782,0
20565,21578,57857,0
20553,21559,57888,0
20524,21497,57979,0
20503,21445,58052,0
20491,21404,58105,0
20449,21385,58166,0
20381,21396,58223,0
20346,21341,58313,0
20323,21293,58384,0
20288,21230,58482,0
20263,21188,58549,0
20273,21099,58628,0
20230,21045,58725,0
20210,20984,58806,0
20167,20950,58883,0
20136,20900,58964,0
20117,20838,59045,0
20051,20834,59115,0
20033,20828,59139,0
19980,20809,59211,0
19946,20775,59279,0
19908,20753,59339,0
19881,20696,59423,0
19869,20622,59509,0
19836,20558,59606,0
19794,20530,59676,0
19728,20495,59777,0
19687,20444,59869,0
19672,20472,59856,0
19628,20577,59795,0
19591,20709,59700,0
19578,20842,59580,0
19542,20994,59464,0
19495,21147,59358,0
19455,21295,59250,0
19406,21433,59161,0
19357,21478,59165,0
19316,21370,59314,0
19274,21253,59473,0
19226,21134,59640,0
19182,21056,59762,0
19152,20995,59853,0
19122,20918,59960,0
19071,20818,60111,0
19018,20738,60244,0
18956,20698,60346,0
18897,20618,60485,0
18843,20580,60577,0
18810,20513,60677,0
18782,20458,60760,0
18780,20403,60817,0
18723,20356,60921,0
18654,20316,61030,0
18636,20235,61129,0
18633,20183,61184,0
18609,20132,61259,0
18575,20072,61353,0
18525,20025,61450,0
18483,19993,61524,0
18447,19930,61623,0
18429,19872,61699,0
18411,19767,61822,0
18358,19690,61952,0
18314,19609,62077,0
18264,19575,62161,0
18189,19557,62254,0
18166,19489,62345,0
18106,19447,62447,0
18050,19389,62561,0
18008,19323,62669,0
17955,19258,62787,0
17927,19167,62906,0
17875,19090,63035,0
17824,19032,63144,0
17773,18989,63238,0
17745,18896,63359,0
17739,18802,63459,0
17710,18721,63569,0
17658,18654,63688,0
17606,18599,63795,0
17544,18545,63911,0
17487,18484,64029,0
17489,18402,64109,0
17435,18354,64211,0
17398,18272,64330,0
17374,18177,64449,0
17331,18124,64545,0
17292,18050,64658,0
17215,18021,64764,0
17159,18006,64835,0
17092,17972,64936,0
17057,17916,65027,0
16988,17883,65129,0
16920,17847,65233,0
16844,17809,65347,0
16822,17773,65405,0
16761,17740,65499,0
16720,17687,65593,0
16673,17634,65693,0
16609,17582,65809,0
16565,17544,65891,0
16492,17536,65972,0
16451,17483,66066,0
16400,17461,66139,0
16371,17412,66217,0
16313,17401,66286,0
16267,17366,66367,0
16215,17321,66464,0
16163,17286,66551,0
16104,17255,66641,0
16045,17257,66698,0
15994,17239,66767,0
15955,17202,66843,0
15912,17165,66923,0
15846,17150,67004,0
15804,17112,67084,0
15755,17089,67156,0
15738,17025,67237,0
15703,16978,67319,0
15680,16951,67369,0
15637,16909,67454,0
15583,16898,67519,0
15543,16830,67627,0
15502,16777,67721,0
15494,16714,67792,0
15443,16662,67895,0
15403,16640,67957,0
15380,16563,68057,0
15350,16508,68142,0
15338,16437,68225,0
15310,16357,68333,0
15274,16309,68417,0
15245,16258,68497,0
15200,16223,68577,0
15158,16217,68625,0
15128,16168,68704,0
15120,16114,68766,0
15088,16058,68854,0
15056,16027,68917,0
15032,15973,68995,0
15002,15934,69064,0
14973,15862,69165,0
14950,15799,69251,0
14914,15739,69347,0
14888,15674,69438,0
14847,15636,69517,0
14807,15619,69574,0
14788,15561,69651,0
14762,15488,69750,0
14721,15434,69845,0
14695,15363,69942,0
14668,15307,70025,0
14640,15258,70102,0
14602,15205,70193,0
14574,15157,70269,0
14547,15110,70343,0
14504,15049,70447,0
14474,15001,70525,0
14427,14938,70635,0
14379,14883,70738,0
14359,14828,70813,0
14312,14801,70887,0
14288,14751,70961,0
14235,14691,71074,0
14213,14641,71146,0
14186,14591,71223,0
14143,14547,71310,0
14119,14457,71424,0
14096,14388,71516,0
14066,14326,71608,0
14016,14274,71710,0
13994,14218,71788,0
13962,14182,71856,0
13930,14137,71933,0
13888,14115,71997,0
13856,14065,72079,0
13835,14014,72151,0
13801,13980,72219,0
13777,13955,72268,0
13783,13902,72315,0
13754,13853,72393,0
13728,13789,72483,0
13694,13737,72569,0
13668,13671,72661,0
13658,13599,72743,0
13638,13564,72798,0
13621,13494,72885,0
13594,13451,72955,0
13572,13383,73045,0
13557,13262,73181,0
13551,13187,73262,0
13511,13127,73362,0
13467,13089,73444,0
13441,13020,73539,0
13417,12969,73614,0
13382,12941,73677,0
13366,12877,73757,0
13342,12792,73866,0
13315,12729,73956,0
13284,12687,74029,0
13248,12663,74089,0
13252,12610,74138,0
13227,12553,74220,0
13217,12477,74306,0
13177,12439,74384,0
13190,12308,74502,0
13157,12254,74589,0
13140,12213,74647,0
13133,12138,74729,0
13104,12107,74789,0
13101,12049,74850,0
13079,11970,74951,0
13029,11938,75033,0
12995,11879,75126,0
12982,11821,75197,0
12971,11733,75296,0
12933,11696,75371,0
12894,11629,75477,0
12871,11569,75560,0
12851,11494,75655,0
12833,11442,75725,0
12819,11421,75760,0
12808,11377,75815,0
12764,11327,75909,0
12752,11277,75971,0
12722,11238,76040,0
12703,11209,76088,0
12670,11178,76152,0
12646,11111,76243,0
12614,11065,76321,0
12591,11015,76394,0
12582,10949,76469,0
12571,10905,76524,0
12544,10844,76612,0
12509,10813,76678,0
12472,10758,76770,0
12449,10717,76834,0
12421,10654,76925,0
12407,10626,76967,0
12389,10584,77027,0
12360,10534,77106,0
12321,10514,77165,0
12295,10497,77208,0
12269,10453,77278,0
12248,10417,77335,0
12211,10390,77399,0
12190,10369,77441,0
12168,10337,77495,0
12145,10322,77533,0
12107,10302,77591,0
12083,10284,77633,0
12072,10255,77673,0
12325,9557,78118,0
12300,9535,78165,0
12298,9495,78207,0
12268,9481,78251,0
12235,9464,78301,0
12224,9438,78338,0
12195,9422,78383,0
12183,9396,78421,0
12165,9353,78482,0
12135,9319,78546,0
12117,9304,78579,0
12073,9301,78626,0
12065,9262,78673,0
12047,9227,78726,0
12026,9207,78767,0
12016,9170,78814,0
11984,9159,78857,0
11951,9140,78909,0
11920,9127,78953,0
11906,9098,78996,0
11900,9064,79036,0
11889,9027,79084,0
11862,8999,79139,0
11844,8969,79187,0
11833,8937,79230,0
11839,8878,79283,0
11826,8856,79318,0
11810,8821,79369,0
11785,8793,79422,0
11782,8760,79458,0
11788,8713,79499,0
11791,8695,79514,0
11791,8664,79545,0
11773,8640,79587,0
11774,8602,79624,0
11757,8583,79660,0
11745,8565,79690,0
11733,8505,79762,0
11735,8475,79790,0
11706,8470,79824,0
11692,8457,79851,0
11700,8412,79888,0
11699,8387,79914,0
11690,8380,79930,0
11664,8378,79958,0
11649,8353,79998,0
11647,8329,80024,0
11639,8320,80041,0
11630,8316,80054,0
11617,8299,80084,0
11604,8284,80112,0
11591,8288,80121,0
11604,8262,80134,0
11590,8261,80149,0
11580,8247,80173,0
11569,8217,80214,0
11564,8192,80244,0
11547,8168,80285,0
11530,8131,80339,0
11502,8122,80376,0
11489,8100,80411,0
11495,8067,80438,0
11490,8041,80469,0
11494,8037,80469,0
11496,8004,80500,0
11503,8002,80495,0
11501,7977,80522,0
11492,7980,80528,0
11499,7951,80550,0
11497,7945,80558,0
11495,7928,80577,0
11510,7911,80579,0
11520,7895,80585,0
11512,7861,80627,0
11517,7839,80644,0
11508,7821,80671,0
11504,7777,80719,0
11495,7767,80738,0
11489,7773,80738,0
11487,7755,80758,0
11476,7736,80788,0
11474,7686,80840,0
11465,7652,80883,0
11486,7624,80890,0
11503,7607,80890,0
11524,7579,80897,0
11542,7568,80890,0
11541,7534,80925,0
11550,7492,80958,0
11546,7464,80990,0
11560,7445,80995,0
11567,7425,81008,0
11586,7408,81006,0
11582,7388,81030,0
11595,7358,81047,0
11616,7330,81054,0
11631,7318,81051,0
11638,7313,81049,0
11662,7278,81060,0
11672,7249,81079,0
11681,7222,81097,0
11704,7203,81093,0
11719,7205,81076,0
11716,7176,81108,0
11726,7158,81116,0
11728,7144,81128,0
11730,7114,81156,0
11751,7076,81173,0
11787,7044,81169,0
11792,7031,81177,0
11818,6987,81195,0
11828,6969,81203,0
11837,6953,81210,0
11861,6912,81227,0
11895,6870,81235,0
11906,6846,81248,0
11927,6851,81222,0
11957,6881,81162,0
11989,6933,81078,0
11999,6998,81003,0
12032,7048,80920,0
12061,7098,80841,0
12073,7156,80771,0
12094,7172,80734,0
12124,7159,80717,0
12116,7152,80732,0
12150,7146,80704,0
12168,7109,80723,0
12194,7081,80725,0
12224,7054,80722,0
12241,7066,80693,0
12275,7062,80663,0
12286,7040,80674,0
12313,7015,80672,0
12354,6993,80653,0
12378,6972,80650,0
12399,6961,80640,0
12432,6943,80625,0
12467,6919,80614,0
12494,6905,80601,0
12515,6878,80607,0
12535,6863,80602,0
12579,6841,80580,0
12619,6839,80542,0
12649,6831,80520,0
12684,6824,80492,0
12701,6825,80474,0
12734,6819,80447,0
12777,6804,80419,0
12803,6808,80389,0
12829,6807,80364,0
12849,6807,80344,0
12883,6819,80298,0
12927,6827,80246,0
12968,6832,80200,0
12984,6831,80185,0
13013,6836,80151,0
13045,6833,80122,0
13107,6815,80078,0
13129,6828,80043,0
13178,6842,79980,0
13173,6854,79973,0
13201,6855,79944,0
13212,6868,79920,0
13253,6884,79863,0
13299,6883,79818,0
13349,6879,79772,0
13389,6873,79738,0
13446,6878,79676,0
13469,6908,79623,0
13512,6911,79577,0
13559,6929,79512,0
13597,6933,79470,0
13632,6953,79415,0
13679,6955,79366,0
13726,6979,79295,0
13761,6995,79244,0
13795,7013,79192,0
13851,7041,79108,0
13895,7055,79050,0
13925,7057,79018,0
13980,7055,78965,0
14036,7067,78897,0
14080,7083,78837,0
14132,7107,78761,0
14185,7114,78701,0
14237,7129,78634,0
14290,7146,78564,0
14345,7165,78490,0
14380,7196,78424,0
14434,7215,78351,0
14482,7235,78283,0
14533,7249,78218,0
14571,7288,78141,0
14624,7318,78058,0
14663,7349,77988,0
14718,7381,77901,0
14743,7424,77833,0
14794,7470,77736,0
14851,7510,77639,0
14887,7536,77577,0
14942,7562,77496,0
14984,7594,77422,0
15035,7633,77332,0
15108,7667,77225,0
15169,7709,77122,0
15206,7755,77039,0
15276,7803,76921,0
15317,7856,76827,0
15384,7889,76727,0
15428,7921,76651,0
15449,7962,76589,0
15499,7983,76518,0
15527,8039,76434,0
15536,8090,76374,0
15571,8135,76294,0
15661,8175,76164,0
15722,8208,76070,0
15771,8263,75966,0
15815,8293,75892,0
15881,8339,75780,0
15932,8391,75677,0
15953,8478,75569,0
15997,8532,75471,0
16026,8600,75374,0
16105,8645,75250,0
16145,8702,75153,0
16174,8763,75063,0
16228,8811,74961,0
16268,8856,74876,0
16297,8927,74776,0
16308,9019,74673,0
16323,9086,74591,0
16370,9172,74458,0
16418,9241,74341,0
16472,9317,74211,0
16528,9398,74074,0
16613,9441,73946,0
16669,9512,73819,0
16686,9591,73723,0
16785,9650,73565,0
16845,9726,73429,0
16891,9798,73311,0
16935,9868,73197,0
16996,9931,73073,0
17038,10012,72950,0
17077,10080,72843,0
17090,10161,72749,0
17152,10220,72628,0
17184,10285,72531,0
17188,10375,72437,0
17232,10452,72316,0
17300,10504,72196,0
17323,10593,72084,0
17374,10649,71977,0
17417,10749,71834,0
17463,10841,71696,0
17528,10898,71574,0
17607,10955,71438,0
17640,11044,71316,0
17708,11114,71178,0
17769,11179,71052,0
17850,11260,70890,0
17913,11335,70752,0
17969,11417,70614,0
18040,11482,70478,0
18121,11558,70321,0
18169,11630,70201,0
18192,11691,70117,0
18259,11751,69990,0
18324,11831,69845,0
18364,11906,69730,0
18382,11984,69634,0
18435,12076,69489,0
18503,12139,69358,0
18553,12232,69215,0
18653,12306,69041,0
18684,12412,68904,0
18720,12503,68777,0
18771,12582,68647,0
18840,12660,68500,0
18886,12736,68378,0
18952,12826,68222,0
19003,12877,68120,0
18997,12965,68038,0
19046,13048,67906,0
19136,13112,67752,0
19208,13186,67606,0
19289,13260,67451,0
19324,13330,67346,0
19372,13419,67209,0
19428,13477,67095,0
19500,13538,66962,0
19525,13612,66863,0
19600,13684,66716,0
19677,13754,66569,0
19703,13856,66441,0
19705,13948,66347,0
19767,14024,66209,0
19811,14114,66075,0
19843,14193,65964,0
19882,14273,65845,0
19919,14366,65715,0
21292,14038,64670,0
21293,14147,64560,0
21314,14252,64434,0
21317,14359,64324,0
21348,14451,64201,0
21444,14512,64044,0
21497,14584,63919,0
21522,14686,63792,0
21555,14766,63679,0
21605,14852,63543,0
21614,14928,63458,0
21646,15021,63333,0
21655,15092,63253,0
21640,15191,63169,0
21722,15222,63056,0
21753,15309,62938,0
21770,15400,62830,0
21831,15453,62716,0
21867,15501,62632,0
21882,15559,62559,0
21904,15651,62445,0
21923,15719,62358,0
21940,15783,62277,0
21978,15851,62171,0
22006,15907,62087,0
22020,15975,62005,0
22021,16036,61943,0
22044,16078,61878,0
22047,16167,61786,0
22064,16223,61713,0
22086,16279,61635,0
22115,16345,61540,0
22174,16387,61439,0
22192,16444,61364,0
22242,16485,61273,0
22235,16555,61210,0
22243,16610,61147,0
22267,16655,61078,0
22290,16718,60992,0
22309,16778,60913,0
22352,16836,60812,0
22368,16891,60741,0
22403,16925,60672,0
22450,16942,60608,0
22456,16979,60565,0
22466,17004,60530,0
22495,17037,60468,0
22477,17113,60410,0
22506,17161,60333,0
22509,17233,60258,0
22517,17306,60177,0
22496,17382,60122,0
22514,17437,60049,0
22522,17485,59993,0
22528,17556,59916,0
22512,17612,59876,0
22508,17675,59817,0
22510,17684,59806,0
22505,17764,59731,0
22512,17808,59680,0
22524,17830,59646,0
22490,17889,59621,0
22482,17933,59585,0
22506,17973,59521,0
22525,18010,59465,0
22484,18047,59469,0
22457,18088,59455,0
22476,18119,59405,0
22494,18171,59335,0
22471,18224,59305,0
22454,18287,59259,0
22465,18346,59189,0
22470,18410,59120,0
22496,18412,59092,0
22489,18455,59056,0
22513,18482,59005,0
22501,18523,58976,0
22495,18583,58922,0
22491,18636,58873,0
22507,18666,58827,0
22540,18686,58774,0
22530,18723,58747,0
22562,18773,58665,0
22679,18739,58582,0
22697,18763,58540,0
22680,18823,58497,0
22690,18882,58428,0
22698,18931,58371,0
22675,18997,58328,0
22711,19004,58285,0
22708,19040,58252,0
22712,19084,58204,0
22685,19138,58177,0
22723,19157,58120,0
22683,19238,58079,0
22678,19249,58073,0
22694,19254,58052,0
22688,19321,57991,0
22686,19352,57962,0
22666,19420,57914,0
22658,19452,57890,0
22655,19517,57828,0
22635,19568,57797,0
22639,19639,57722,0
22641,19681,57678,0
22639,19731,57630,0
22618,19785,57597,0
22631,19786,57583,0
22646,19767,57587,0
22599,19815,57586,0
22589,19831,57580,0
22607,19829,57564,0
22596,19837,57567,0
22618,19885,57497,0
22587,20000,57413,0
22582,20141,57277,0
22609,20296,57095,0
22573,20498,56929,0
22597,20668,56735,0
22567,20870,56563,0
22545,21048,56407,0
22505,21152,56343,0
22469,21210,56321,0
22435,21217,56348,0
22394,21243,56363,0
22360,21243,56397,0
22351,21275,56374,0
22329,21293,56378,0
22297,21314,56389,0
22287,21325,56388,0
22296,21347,56357,0
22278,21321,56401,0
22260,21334,56406,0
22284,21317,56399,0
22254,21325,56421,0
22236,21343,56421,0
22230,21357,56413,0
22215,21380,56405,0
22217,21391,56392,0
22224,21400,56376,0
22225,21419,56356,0
22224,21440,56336,0
22207,21444,56349,0
22186,21449,56365,0
22202,21472,56326,0
22153,21502,56345,0
22132,21515,56353,0
22118,21521,56361,0
22057,21572,56371,0
22045,21583,56372,0
22036,21580,56384,0
22038,21537,56425,0
22072,21520,56408,0
22038,21518,56444,0
22035,21520,56445,0
22065,21506,56429,0
22069,21521,56410,0
22044,21523,56433,0
22061,21495,56444,0
22030,21484,56486,0
22000,21502,56498,0
21972,21510,56518,0
21916,21532,56552,0
21886,21546,56568,0
21842,21563,56595,0
21837,21575,56588,0
21840,21587,56573,0
21817,21590,56593,0
21799,21596,56605,0
21792,21585,56623,0
21766,21584,56650,0
21771,21541,56688,0
21767,21503,56730,0
21741,21492,56767,0
21708,21489,56803,0
21716,21494,56790,0
21695,21471,56834,0
21697,21449,56854,0
21678,21427,56895,0
21652,21428,56920,0
21644,21389,56967,0
21620,21379,57001,0
21598,21332,57070,0
21603,21318,57079,0
21593,21300,57107,0
21581,21279,57140,0
21566,21270,57164,0
21533,21276,57191,0
21516,21250,57234,0
21527,21210,57263,0
21502,21219,57279,0
21487,21222,57291,0
21471,21194,57335,0
21493,21136,57371,0
21449,21124,57427,0
21415,21091,57494,0
21420,21066,57514,0
21426,21059,57515,0
21418,21021,57561,0
21435,20979,57586,0
21429,20936,57635,0
21412,20915,57673,0
21424,20891,57685,0
21423,20872,57705,0
21403,20868,57729,0
21422,20813,57765,0
21417,20823,57760,0
21408,20837,57755,0
21423,20791,57786,0
21429,20717,57854,0
21414,20686,57900,0
21416,20607,57977,0
21405,20582,58013,0
21409,20544,58047,0
21400,20504,58096,0
21387,20477,58136,0
21379,20437,58184,0
21367,20405,58228,0
21378,20327,58295,0
21372,20289,58339,0
21349,20248,58403,0
21335,20214,58451,0
21333,20185,58482,0
21320,20145,58535,0
21310,20098,58592,0
21297,20056,58647,0
21279,19995,58726,0
21275,19898,58827,0
21258,19842,58900,0
21233,19823,58944,0
21216,19784,59000,0
21234,19717,59049,0
21220,19693,59087,0
21199,19647,59154,0
21187,19605,59208,0
21159,19600,59241,0
21161,19566,59273,0
21145,19537,59318,0
21129,19512,59359,0
21118,19481,59401,0
21101,19430,59469,0
21069,19413,59518,0
21056,19351,59593,0
21013,19291,59696,0
20995,19261,59744,0
20957,19171,59872,0
20917,19113,59970,0
20896,19034,60070,0
20882,18975,60143,0
20841,18938,60221,0
20805,18925,60270,0
20763,18855,60382,0
20774,18777,60449,0
20756,18750,60494,0
20723,18734,60543,0
20711,18692,60597,0
20697,18646,60657,0
20644,18672,60684,0
20627,18620,60753,0
20631,18570,60799,0
20617,18520,60863,0
20587,18476,60937,0
20587,18437,60976,0
20586,18406,61008,0
20563,18374,61063,0
20549,18317,61134,0
20512,18293,61195,0
20477,18279,61244,0
20420,18277,61303,0
20406,18240,61354,0
20349,18199,61452,0
20306,18180,61514,0
20288,18097,61615,0
20267,18063,61670,0
20229,18041,61730,0
20187,18045,61768,0
20135,18021,61844,0
20118,18004,61878,0
20103,17976,61921,0
20083,17978,61939,0
20079,17939,61982,0
20017,17935,62048,0
20018,17892,62090,0
19956,17902,62142,0
19902,17879,62219,0
19845,17830,62325,0
19814,17816,62370,0
19793,17778,62429,0
19736,17766,62498,0
19695,17755,62550,0
19658,17745,62597,0
19588,17743,62669,0
19519,17751,62730,0
19497,17691,62812,0
19442,17668,62890,0
19412,17594,62994,0
19383,17562,63055,0
19361,17532,63107,0
19338,17472,63190,0
19304,17401,63295,0
19255,17378,63367,0
19227,17340,63433,0
19178,17308,63514,0
19692,16312,63996,0
19668,16285,64047,0
19636,16260,64104,0
19599,16245,64156,0
19532,16240,64228,0
19484,16227,64289,0
19448,16178,64374,0
19446,16134,64420,0
19395,16097,64508,0
19320,16132,64548,0
19266,16096,64638,0
19226,16105,64669,0
19181,16100,64719,0
19122,16092,64786,0
19099,16069,64832,0
19046,16049,64905,0
18992,16030,64978,0
18941,16054,65005,0
18875,16045,65080,0
18828,16028,65144,0
18778,16025,65197,0
18713,16026,65261,0
18658,16023,65319,0
18617,15990,65393,0
18571,15979,65450,0
18554,15941,65505,0
18547,15894,65559,0
18507,15864,65629,0
18458,15859,65683,0
18404,15857,65739,0
18352,15838,65810,0
18311,15831,65858,0
18240,15806,65954,0
18174,15806,66020,0
18122,15796,66082,0
18068,15779,66153,0
18022,15762,66216,0
17988,15712,66300,0
17940,15704,66356,0
17910,15700,66390,0
17863,15695,66442,0
17791,15685,66524,0
17747,15662,66591,0
17723,15643,66634,0
17681,15628,66691,0
17653,15599,66748,0
17632,15566,66802,0
17564,15550,66886,0
17518,15520,66962,0
17470,15494,67036,0
